id,idade,sexo,formacao,experiencia,fundo_indicado_assessor,informacao,noticia_escolhida,escolha_info_noticia,vies_confirmacao_indicacao,vies_confirmacao_informacao,fundo_escolhido,vies_confirmacao_infonot_escolhidas,vies_confirmacao_indicacao_escolha,perfil,vies_confirmacao_perfil,vies_confirmacao_perfil_decisao
296,31 a 40 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
297,18 a 30 anos,Homem,Outra,Possui investimento e conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
298,61 ou mais,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
299,18 a 30 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Não possuir investimentos,moderado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
300,41 a 50 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
301,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
302,31 a 40 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
303,41 a 50 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
304,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
305,31 a 40 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
306,41 a 50 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
307,18 a 30 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
308,41 a 50 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
309,18 a 30 anos,Mulher,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e pouco conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
310,41 a 50 anos,Mulher,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
311,41 a 50 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
312,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e não tem conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
313,41 a 50 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e não tem conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
